#relative distance 	 D_matrix 	 position 1
0.0625	0.00517308
0.125	0.0151659
0.1875	0.0317263
0.25	0.049997
0.3125	0.067756
0.375	0.0884152
0.4375	0.103411
0.5	0.109911
0.5625	0.123758
0.625	0.139983
0.6875	0.142777
0.75	0.140162
0.8125	0.151526
0.875	0.15845
0.9375	0.171361
1	0.189635
1.0625	0.199277
1.125	0.212342
1.1875	0.21102
1.25	0.2119
1.3125	0.212381
1.375	0.202723
1.4375	0.193621
1.5	0.184056
1.5625	0.183295
1.625	0.184159
1.6875	0.18314
1.75	0.174276
1.8125	0.163328
1.875	0.160328
1.9375	0.155368
2	0.145602
2.0625	0.136221
2.125	0.128695
2.1875	0.117216
2.25	0.106221
2.3125	0.0974227
2.375	0.0904934
2.4375	0.0852792
2.5	0.0812464
2.5625	0.0793573
2.625	0.0753448
2.6875	0.0687026
2.75	0.065378
2.8125	0.0631835
2.875	0.0598399
2.9375	0.0571945
3	0.0533232
3.0625	0.049951
3.125	0.0478137
3.1875	0.0433305
3.25	0.0400764
3.3125	0.0367861
3.375	0.0340489
3.4375	0.0309314
3.5	0.0309809
3.5625	0.030681
3.625	0.0277443
3.6875	0.0253966
3.75	0.0240376
3.8125	0.0236161
3.875	0.022867
3.9375	0.0222004
4	0.0213879
4.0625	0.0203301
4.125	0.0192632
4.1875	0.0182255
4.25	0.0174727
4.3125	0.0164907
4.375	0.0153965
4.4375	0.0144722
4.5	0.0135118
4.5625	0.0123908
4.625	0.0112007
4.6875	0.0102296
4.75	0.00913091
4.8125	0.00816563
4.875	0.00736588
4.9375	0.00669747
5	0.00609138
5.0625	0.00538997
5.125	0.00478032
5.1875	0.00428688
5.25	0.00382558
5.3125	0.0034281
5.375	0.00308527
5.4375	0.00276504
5.5	0.00244622
5.5625	0.00219286
5.625	0.00196237
5.6875	0.00174765
5.75	0.00156472
5.8125	0.0014087
5.875	0.00127107
5.9375	0.0011501
6	0.0010497
6.0625	0.000946199
6.125	0.00085151
6.1875	0.000769374
6.25	0.000698218
6.3125	0.000633329
6.375	0.000568319
6.4375	0.000514277
6.5	0.000462854
6.5625	0.0004116
6.625	0.000366552
6.6875	0.000324062
6.75	0.000284937
6.8125	0.000246716
6.875	0.000215047
6.9375	0.000186515
7	0.000159278
7.0625	0.000135884
7.125	0.000117577
7.1875	0.000100281
7.25	8.47656e-05
7.3125	7.0907e-05
7.375	5.80106e-05
7.4375	4.62497e-05
7.5	3.61477e-05
7.5625	2.76013e-05
7.625	2.04196e-05
7.6875	1.4072e-05
7.75	8.82298e-06
7.8125	5.21324e-06
7.875	2.27016e-06
7.9375	6.04872e-07
